Symbol,Description
FTCRAXJN.L,FTSE Asia Ex Japan Ric Capped Net Tax IN
FTCRBRA.L,FTSE Brazil Ric Capped Index
FTCRBRAN.L,FTSE Brazil Ric Capped Net Tax Index
FTCRCAN.L,FTSE Canada Ric Capped Index
FTCRCANN.L,FTSE Canada Ric Capped Net Tax Index
FTCRCHE.L,FTSE Switzerland Ric Capped Index
FTCRCHEN.L,FTSE Switzerland Ric Capped Net Tax Inde
FTCRCHN.L,FTSE China Ric Capped Index
FTCRCHNN.L,FTSE China Ric Capped Net Tax Index
FTCRDERN.L,FTSE Developed Europe Ric Capped Net Tax
FTCRDEU.L,FTSE Germany Ric Capped Index
FTCRDEUN.L,FTSE Germany Ric Capped Net Tax Index
FTCRDEUR.L,FTSE Developed Europe Ric Capped Index
FTCRFRA.L,FTSE France Ric Capped Index
FTCRFRAN.L,FTSE France Ric Capped Net Tax Index
FTCRHKG.L,FTSE Hong Kong Ric Capped Index
FTCRHKGN.L,FTSE Hong Kong Ric Capped Net Tax Index
FTCRIND.L,FTSE India Ric Capped Index
FTCRINDN.L,FTSE India Ric Capped Net Tax Index
FTCRITA.L,FTSE Italy Ric Capped Index
FTCRITAN.L,FTSE Italy Ric Capped Net Tax Index
FTCRJPN.L,FTSE Japan Ric Capped Index
FTCRJPNN.L,FTSE Japan Ric Capped Net Tax Index
FTCRKOR.L,FTSE South Korea Ric Capped Index
FTCRKORN.L,FTSE South Korea Ric Capped Net Tax Inde
FTCRLAM.L,Index Ftcrlam
FTCRLAMN.L,Index Ftcrlamn
FTCRMEX.L,FTSE Mexico Ric Capped Index
FTCRMEXN.L,FTSE Mexico Ric Capped Net Tax Index
FTCRRUS.L,FTSE Russia Ric Capped Index
FTCRRUSN.L,FTSE Russia Ric Capped Net Tax Index
FTCRSAU.L,Index Ftcrsau
FTCRSAUN.L,Index Ftcrsaun
FTCRTWN.L,FTSE Taiwan Ric Capped Index
FTCRTWNN.L,FTSE Taiwan Ric Capped Net Tax Index
FTCRUK.L,FTSE UK Ric Capped Index
FTCRUKN.L,FTSE UK Ric Capped Net Tax Index
FTCRZAF.L,Index Ftcrzaf
FTCRZAFN.L,Index Ftcrzafn
FTCUSAUN.L,FTSE Saudi Arabia Ucits Capped Net Tax I
FTEK.L,Source Markets Public Limited Company
FTEMSLNU.L,FTSE Emerging Large Cap
FTEMSLU.L,FTSE Emerging Super Liqu
FTENNASN.L,FTSE Epra/Nareit North A
FTESLNE.L,FTSE Eurobloc Large Cap
FTESPSL.L,FTSE All Cap Spain Super
FTESPSLN.L,FTSE Spain Super Liquid
FTEU.L,First Trust Global Funds Public Limited
FTEUSLNE.L,FTSE Eurobloc Large Cap
FTF.L,Foresight 4 Vct Plc
FTFX.L,First Trust Global Funds Public Limited
FTGMIL2X.L,FTSE Gold Mines 2X Daily Leverage Index
FTGMIL3X.L,FTSE Gold Mines 3X Daily Leverage Index
FTGMIS1X.L,FTSE Gold Mines Daily Short Index
FTGMIS2X.L,FTSE Gold Mines 2X Daily Short Index
FTGMIS3X.L,FTSE Gold Mines 3X Daily Short Index
FTJPEM.L,FTSE Emerging Diversifie
FTJPEMN.L,FTSE Emerging Diversifie
FTJPIN.L,FTSE Developed Ex North
FTJPINN.L,FTSE Developed Ex North
FTJPMC.L,Russell Midcap Diversified Factor Index
FTJPSE.L,Russell 2000 Diversified Factor Index
FTJPUS.L,Russell 1000 Diversified Factor Index
FTJPUSN.L,Jpmorgan Diversified Factor US Equity NE
FTJSLY.L,FTSE Japan Large Cap Sup
FTJSLYN.L,FTSE Japan Large Cap Sup
FTKLPL2X.L,FTSE Bursa Malaysia KLCI 2X Daily Levera
FTKLPS1X.L,FTSE Bursa Malaysia KLCI Daily Short (Pr
FTNP.L,Foresight 2 Vct Plc
FTSD10.L,FTSE Asia Pac Small Cap
FTSD14.L,FTSE Dev Europe Small CA
FTSWD.L,FTSE Shariah Developed Europe Index
FTTCC.L,FTSE Total China Connect Index
FTTCCN.L,FTSE Total China Connect Net Tax Index
FTUGAS.L,Epra/Nareit Asia Index [Usd]
FTUKLSNG.L,FTSE UK Large Cap Super
FTUKMSLG.L,FTSE UK Mid Cap Super Li
FTUKMSNG.L,FTSE UK Mid Cap Super Li
FTUSALUT.L,FTSE US Risk Premium Index Series Noa T
FTUSASUT.L,FTSE US Risk Premium Index Series Noa T
FTUSDLUT.L,FTSE US Risk Premium Index Series Divid
FTUSDSUT.L,FTSE US Risk Premium Index Series Divid
FTUSELUT.L,FTSE US Risk Premium Index Series Roe L
FTUSESUT.L,FTSE US Risk Premium Index Series Roe S
FTUSFLUT.L,FTSE US Risk Premium Index Series Cash
FTUSFSUT.L,FTSE US Risk Premium Index Series Cash
FTUSILUT.L,FTSE US Risk Premium Index Series Cash
FTUSISUT.L,FTSE US Risk Premium Index Series Cash
FTUSLNU.L,FTSE USA Large Cap Super
FTUSLU.L,FTSE USA Super Liquid IN
FTUSMLUT.L,FTSE US Risk Premium Index Series Price
FTUSMSUT.L,FTSE US Risk Premium Index Series Price
FTUSNLUT.L,FTSE US Risk Premium Index Series Seaso
FTUSNSUT.L,FTSE US Risk Premium Index Series Seaso
FTUSPLUT.L,FTSE US Risk Premium Index Series Forwa
FTUSPSUT.L,FTSE US Risk Premium Index Series Forwa
FTUSSNU.L,FTSE USA Small Cap Super
FTUSSU.L,FTSE USA Small Cap Super
FTUSVLUT.L,FTSE US Risk Premium Index Series Low V
FTUSVSUT.L,FTSE US Risk Premium Index Series Low V
FTUSWLUT.L,FTSE US Risk Premium Index Series Forwa
FTUSWSUT.L,FTSE US Risk Premium Index Series Forwa
FTUSXLUT.L,FTSE US Risk Premium Index Series Exten
FTUSXSUT.L,FTSE US Risk Premium Index Series Exten
FTUSYLUT.L,FTSE US Risk Premium Index Series Cash
FTUSYSUT.L,FTSE US Risk Premium Index Series Cash
FTUSZLUT.L,FTSE US Risk Premium Index Series Size
FTUSZSUT.L,FTSE US Risk Premium Index Series Size
FTV.L,Foresight Vct Plc
FTXUKSNE.L,FTSE Developed Europe Ex
FUCICN.L,FTSE USA Core Infrastructure Capped Net
FUDP.L,FTSE UK Dividend+ Index
FUDPN.L,FTSE UK Dividend+ Net Ta
FUM.L,Futura Medical Plc
FUQA.L,Fidelity Ucits Icav
FUSA.L,Fidelity Ucits Icav
FUSD.L,Fidelity Ucits Icav
FUSI.L,Fidelity Ucits Icav
FUSP.L,Fidelity Ucits Icav
FUSYQVCF.L,FTSE USA Yield/Qual/Vol
FUSYQVCN.L,FTSE USA Qual/Vol/Yield Factor 5% Capped
FUTR.L,Future Plc
FVTT.L,FTSE Vietnam Index
FVUB.L,Franklin Libertyshares Icav
FVUG.L,Franklin Libertyshares Icav
FWD.L,
FWT.L,Foresight Technology VCT PLC
FXC.L,Ishares Plc
FXGB.L,First Trust Global Funds Public Limited
FXPO.L,Ferrexpo Plc
FXTM.L,FTSE China 50 Mini Index
G06.L,FTSE Asia Pac Lms Index
G07.L,FTSE Asia Pac Lms Ex Jap
G08.L,FTSE Asia Pac Lms Ex Jap
G09.L,FTSE Asia Pac Lms Ex JP
G10.L,FTSE Greater China Lms I
G11.L,FTSE Europe Lms Index
G12.L,FTSE Europe Lms Ex UK IN
G14.L,FTSE Eurobloc Lms Index
G4M.L,Gear4Music [Holdings] Pl
GAAA.L,Ishares Vi Plc
GABI.L,Gcp Asset Backed Income Fund Limited
GACA.L,General Accident Plc
GACB.L,General Accident Plc
GAGG.L,Amundi ETF
GAID.L,Gail [India] Ld
GAL.L,Galantas Gold Corporation
GAMA.L,Gamma Communications Plc
GATC.L,Gattaca Plc
GAW.L,Games Workshop Group Plc
GB48.L,GOLDMAN SACHS INTERNATIONAL AUTOCALL CERT 17/09/15(FTSE 100 IDX)GBP
GB60.L,GOLDMAN SACHS INTERNATIONAL CERTS 24/11/14(GBP 10Y SWAP RATE)GBP
GBCH.L,ETFS Foreign Exchange Limited
GBDV.L,SSGA SPDR ETFS Europe I
GBG.L,Gb Group Plc
GBJP.L,ETFS Foreign Exchange Limited
GBP.L,Global Petroleum Limited
GBRE.L,SSGA SPDR ETFS Europe I
GBS.L,Gold Bullion Securities Ld
GBSP.L,ETFS Hedged Metal Securi
GBSS.L,Gold Bullion Securities Ld
GBUR.L,ETFS Foreign Exchange Limited
GBUS.L,ETFS Foreign Exchange Limited
GCAT.L,
GCL.L,Geiger Counter Limited
GCM.L,Gcm Resources Plc
GCP.L,Gcp Infrastructure Investments Limited
GCVB.L,SSGA SPDR ETFS Europe II
GDGB.L,Vaneck Vectors Ucits ETFS Plc
GDIG.L,Vaneck Vectors Ucits ETFS Plc
GDP.L,Goldplat Plc
GDR.L,Genedrive Plc
GDWN.L,Goodwin Plc
GDX.L,Market Vectors Ucits ETF
GDXJ.L,Market Vectors Ucits ETF
GEC.L,General Electric Company
GEDM.L,Ishares IV Plc
GEISAC.L,FTSE Gloabl All Cap Inde
GELN.L,
GEM.L,Gemfields Plc
GEMD.L,Gem Diamonds Limited
GEN.L,Generics Grp
GEND.L,Lyxor Index Fund
GENE.L,UBS [Irl] ETF Plc
GENF.L,
GENG.L,UBS [Irl] ETF Plc
GENI.L,
GENL.L,Genel Energy Plc
GETB.L,Getbusy Plc
GFA.L,Vaneck Vectors Ucits ETFS Plc
GFGB.L,Vaneck Vectors Ucits ETFS Plc
GFIN.L,Gfinity Plc
GFM.L,Griffin Mining Limited
GFRD.L,Galliford TRY Plc
GFTU.L,Grafton Group Plc
GGOV.L,Amundi ETF
GGP.L,Greatland Gold Plc
GGRA.L,Wisdomtree Issuer Plc
GGRG.L,Wisdomtree Issuer Plc
GGRP.L,Wisdomtree Issuer Plc
GGRW.L,Wisdomtree Issuer Plc
GHE.L,Gresham House Plc
GHH.L,Gooch & Housego Plc
GHT.L,Gresham Computing Plc
GHYG.L,Ishares Plc
GHYS.L,Ishares Vi Plc [The Comp
GIF.L,Gulf Investment Fund Plc
GIGB.L,Vaneck Vectors Ucits ETFS Plc
GIL5.L,Multi Units Luxembourg
GILD.L,
GILE.L,Ishares III Plc
GILI.L,Multi Units France
GILS.L,Multi Units France
GIN.L,SSGA SPDR ETFS Europe II
GINC.L,First Trust Global Funds Public Limited
GINV.L,Global Invacom Group Lim
GIST.L,Multi Units Luxembourg
GJGB.L,Vaneck Vectors Ucits ETFS Plc
GKP.L,Gulf Keystone Petroleum Ltd
GLAB.L,SSGA SPDR ETFS Europe I Plc
GLAD.L,SSGA SPDR ETFS Europe I Plc
GLAG.L,SSGA SPDR ETFS Europe I Plc
GLAN.L,
GLAU.L,SSGA SPDR ETFS Europe I Plc
GLB.L,Glanbia Plc
GLBL.L,SSGA SPDR ETFS Europe I Plc
GLCB.L,SSGA SPDR ETFS Europe II Plc
GLDD.L,UBS Ag
GLDU.L,UBS Ag
GLDV.L,SSGA SPDR ETFS Europe I
GLE.L,Gleeson [M.J.] Group Plc
GLEN.L,Glencore Xstrata Plc
GLGG.L,Legal & General Ucits ETF Public Limited
GLR.L,Galileo Resources Plc
GLRA.L,SSGA SPDR ETFS Europe I Plc
GLRE.L,SSGA SPDR ETFS Europe I
GLT5.L,Invesco Markets II Plc
GLTA.L,Invesco Markets II Plc
GLTL.L,SSGA SPDR ETFS Europe I Plc
GLTP.L,Invesco Markets II Plc
GLTS.L,SSGA SPDR ETFS Europe I Plc
GLTY.L,SSGA SPDR ETFS Europe I Plc
GLUG.L,Legal & General Ucits ETF Public Limited
GLV.L,Glenveagh Properties Plc
GMAA.L,Gama Aviation Plc
GMET.L,VanEck Green Metals ETF
GMIN.L,FTSE Gold Mines Net Tax Index
GMR.L,Gaming Realms Plc
GMS.L,Gulf Marine Services Plc
GNC.L,Greencore Group Plc
GNS.L,Genus Plc
GOLB.L,RBS Market Access
GOO2.L,Leverage Shares Public Limited Company
GOOD.L,Good Energy Group Plc
GOOE.L,Leverage Shares Public Limited Company
GOT.L,Gotech Group Plc
GOVP.L,Ishares Plc
GPBGI028.L,FTSE Custom Xinhua Chia
GPBGI204.L,Focused Value Select Index
GPCCH001.L,FTSE China High Yield Prosperity Index
GPCCH002.L,FTSE China High Yield Prosperity Net Tax
GPCCH003.L,FTSE China Soe Sustainable Prosperity IN
GPCSSA50.L,FTSE China A50 Shariah I
GPCST001.L,FTSE Coast Kuwait 40 Ind
GPE.L,Graphite Enterprise Trust Plc
GPFF001.L,FTSE Asfa L/M 200 Tax Ex
GPFF002.L,FTSE Asfa All-Share L/M/
GPFF003.L,FTSE Asfa L/M 200 Ex Rei
GPFF004.L,FTSE Asfa All-Share L/M/
GPH.L,Global Ports Holding Plc
GPL.L,
GPLGHE01.L,Heitman Prime Real Estate Index
GPM.L,Golden Prospect Precious Metals Limited
GPNYL007.L,FTSE Germany Unhedged IN
GPPS005.L,FTSE Japan Unhedged USD
GPSA.L,Ishares IV Plc
GPSCW002.L,FTSE Developed Small Cap
GPSOC001.L,FTSE 100 Fixed Dividend Yield Equal Weig
GPSSG239.L,FTSE Greater China Hkd I
GPSYNT01.L,Syntax Stratified 1000 Index
GPSYNT02.L,Syntax Stratified 1000 Net Tax Index
GPTRP006.L,FTSE Cuspacglhdntind
GPVAN001.L,FTSE Value-Stocks China
GPVAN013.L,FTSE Australia High Divi
GPVAN022.L,FTSE Canada All Cap Real
GPVAN025.L,FTSE Canada High Dividen
GPVAN044.L,FTSE Asia Pacific Ex JP
GPVAN045.L,FTSE Asia Pacific Ex JP
GPVAN090.L,FTSE All-World Ex US High Dividend Yield
GPVAN112.L,FTSE Developed Ex North America High Div
GPVAN113.L,FTSE Developed Ex North America High Div
GR1T.L,Grit Real Estate Income Group Limited
GRA.L,Grafenia Plc
GRC.L,Grc International Group Plc
GRG.L,Greggs Plc
GRI.L,Grainger Plc
GRID.L,Gresham House Energy Storage Fund Plc
GRIO.L,Ground Rents Income Fund Plc
GRIT.L,Global Resources Investm
GROC.L,
GROW.L,Draper Esprit Plc
GRP.L,Greencoat Renewables Plc
GRX.L,
GS2.L,Leverage Shares Public Limited Company
GS2E.L,Leverage Shares Public Limited Company
GSC.L,
GSCT.L,GSCT
GSCU.L,
GSEM.L,Goldman Sachs ETF Icav
GSEO.L,
GSF.L,Gore Street Energy Storage Fund Plc
GSK.L,Glaxosmithkline Plc
GSLC.L,Goldman Sachs ETF Icav
GSPX.L,Ishares Vii Plc
GST.L,Golden Saint Technologies Limited
GTC.L,Getech Group Plc
GTE.L,Gran Tierra Energy Inc.
GTLY.L,Gateley [Holdings] Plc
GUN.L,Gunsynd Plc
GUS.L,Gusbourne Plc
GVMH.L,Grand Vision Media Holdings Plc
GWI.L,Globalworth Real Estate
GWMO.L,Great Western Mining Corporation Plc
GWUSA.L,FTSE Gwa US Index
GXLC.L,SSGA SPDR ETFS Europe II Plc
GYM.L,The Gym Group Plc
H50E.L,HSBC ETFS Plc
HAMA.L,Hampson 6H% Pf
HAN.L,Hansa Trust Plc
HANA.L,Hansa Trust Plc
HARL.L,
HAS.L,Hays Plc
HAT.L,H&T Group Plc
HAYD.L,Haydale Graphene Industr
HBR.L,Holidaybreak Plc
HBRL.L,HSBC ETFS Plc
HCAD.L,HSBC ETFS Plc
HCAN.L,HSBC ETFS Plc
HCFT.L,Highcroft Investments Plc
HCM.L,Hutchison China Meditech Limited
HDD.L,Hardide Plc
HDEM.L,Powershares Glbal Funds Ireland Plc
HDEU.L,Powershares Glbal Funds Ireland Plc
HDIQ.L,Ishares II Plc
HDIV.L,Henderson Diversified Income Limited
HDLG.L,Powershares Glbal Funds
HDLV.L,Powershares Glbal Funds
HDLVDEUN.L,FTSE Developed Europe Ex UK High Dividen
HDLVEMN.L,FTSE Emerging High Dividend Low Volatili
HDLVTW.L,FTSE Taiwan High Dividend Low Volatility
HDLVUKN.L,FTSE UK High Dividend Low Volatility Net
HDT.L,Holders Technology Plc
HE1.L,
HEAD.L,Headlam Group Plc
HEAL.L,Ishares IV Plc
HEAT.L,ETFS Commodity Securities Limited
HEDF.L,Wisdomtree Issuer Plc
HEDG.L,Wisdomtree Issuer Plc
HEDJ.L,Wisdomtree Issuer Plc
HEDK.L,Wisdomtree Issuer Plc
HEDP.L,Wisdomtree Issuer Plc
HEDS.L,Wisdomtree Issuer Plc
HEFT.L,Henderson European Focus Trust Plc
HEIT.L,
HELD.L,
HEMO.L,Hemogenyx Pharmaceuticals Plc
HERC.L,
HEY1.L,Heylo Housing Secured Bond Plc
HFD.L,Halfords Group Plc
HFEL.L,Henderson Far East Income Limited
HFG.L,Hilton Food Group Plc
HGEN.L,
HGT.L,Hg Capital Trust Plc
HHI.L,Henderson High Income Trust Plc
HHPD.L,Hon Hai Precision Indust
HHV.L,Hargreave Hale Aim Vct 1 Plc
HICL.L,Hicl Infrastructure Company Ld
HIDD.L,HSBC ETFS Plc
HIDR.L,HSBC ETFS Plc
HIGH.L,Ishares Plc
HIK.L,Hikma Pharmaceuticals Plc
HILS.L,Hill & Smith Holdings Plc
HINS.L,Henderson International Income Trust Plc
HINT.L,Henderson International Income Trust Plc
HIX.L,FTSE Actuaries 350 High Yield
HKLD.L,Hong Kong Land Holdings Ld
HKOD.L,HSBC ETFS Plc
HKOR.L,HSBC ETFS Plc
HL.L,HARGREAVES LANSDOWN PLC ORD GBP0.004 WI
HLCL.L,Helical Bar Plc
HLMA.L,Halma Plc
HLN.L,
HLQD.L,Ishares Plc
HLTH.L,SSGA SPDR ETFS Europe II
HLTW.L,Multi Units Luxembourg
HMAD.L,HSBC ETFS Plc
HMAF.L,HSBC ETFS Plc
HMBR.L,HSBC ETFS Plc
HMCA.L,HSBC ETFS Plc
HMCD.L,HSBC ETFS Plc
HMCH.L,HSBC ETFS Plc
HMCT.L,HSBC ETFS Plc
HMCX.L,HSBC ETFS Plc
HMED.L,HSBC ETFS Plc
HMEF.L,HSBC ETFS Plc
HMEM.L,HSBC ETFS Plc
HMEU.L,HSBC ETFS Plc
HMEX.L,HSBC ETFS Plc
HMI.L,Harvest Minerals Limited
HMJD.L,HSBC ETFS Plc
HMJP.L,HSBC ETFS Plc
HMLA.L,HSBC ETFS Plc
HMLD.L,HSBC ETFS Plc
HMSO.L,Hammerson Plc
HMUD.L,HSBC ETFS Plc
HMUS.L,HSBC ETFS Plc
HMWD.L,HSBC ETFS Plc
HMWO.L,HSBC ETFS Plc
HMXD.L,HSBC ETFS Plc
HMXJ.L,HSBC ETFS Plc
HNE.L,Henderson Eurotrust Plc
HOC.L,Hochschild Mining Plc
HOGS.L,ETFS Commodity Securities Limited
HOT.L,Henderson Opportunites Trust Plc
HOTC.L,Hotel Chocolat Group Plc
HPAC.L,Hermes Pacific Investmen
HPRD.L,HSBC ETFS Plc
HPRO.L,HSBC ETFS Plc
HRI.L,Herald Investment Trust Plc
HRN.L,Hornby Plc
HSBA.L,HSBC Holdings Plc
HSBK.L,Jsc Halyk Bank
HSD.L,Hansard Global Plc
HSGE.L,HSBC GLOBAL ABSOLUTE RED PARTIC PREF SHS GBP0.01 EURO HEDGED
HSGU.L,HSBC GLOBAL ABSOLUTE USD SHS ORD GBP0.01
HSL.L,Henderson Smaller Companies Investment T
HSP.L,Hargreaves Services Plc
HSPD.L,HSBC ETFS Plc
HSPX.L,HSBC ETFS Plc
HSS.L,Hss Hire Group Plc
HSW.L,Hostelworld Group Plc
HSX.L,Hiscox Ltd
HTCF.L,Highbridge Tactical Credit Fund Ltd.
HTG.L,Hunting Plc
HTRD.L,HSBC ETFS Plc
HTRY.L,HSBC ETFS Plc
HTWD.L,HSBC ETFS Plc
HTWN.L,HSBC ETFS Plc
HTWS.L,Helios Towers Plc
HUI.L,
HUKX.L,HSBC ETFS Plc
HUM.L,Hummingbird Resources Plc
HUW.L,Hampden Underwriting Plc
HVO.L,Hvivo Plc
HVPD.L,Harbourvest Global Private Equity Limite
HVPE.L,Harbourvest Global Private Equity Limite
HVT.L,Heavitree Brewery Plc
HVTA.L,Heavitree Brewery Plc
HWDN.L,Howden Joinery Group Plc
HWG.L,Harworth Group Plc
HWSC.L,Hadrian's Wall Secured Investments Limit
HWWA.L,HSBC ETFS Plc
HWWD.L,HSBC ETFS Plc
HYEA.L,Ishares Plc
HYEM.L,Vaneck Vectors Ucits ETFS Plc
HYFA.L,Powershares Glbal Funds Ireland Plc
HYG.L,Hygea Vct Plc
HYGB.L,Vaneck Vectors Ucits ETFS Plc
HYGU.L,Ishares Plc
HYLA.L,Ishares Plc
HYLD.L,Ishares Plc
HYUD.L,Hyundai Motor Company
HZM.L,Horizonte Minerals Plc
I3E.L,I3 Energy Plc
IAAA.L,Ishares Vi Plc [The Comp
IAEX.L,Ishares Plc
IAG.L,International Consolidated Airlines Grou
IAPD.L,Ishares Plc
IASH.L,Ishares IV Plc
IASP.L,Ishares II Plc
IAT.L,Invesco Asia Trust Plc
IAUP.L,Ishares V Public Limited Company
IAUS.L,Ishares III Plc
IBCI.L,Ishares Plc
IBCX.L,Ishares Plc
IBGE.L,Ishares III Plc
IBGL.L,Ishares II Plc
IBGM.L,Ishares II Plc
IBGS.L,Ishares Plc
IBGX.L,Ishares II Plc
IBGY.L,Ishares III Plc
IBGZ.L,Ishares III Plc
IBM.L,International Business Machines Corporat
IBM2.L,Leverage Shares Public Limited Company
IBST.L,Ibstock Plc
IBT.L,International Biotechnology Trust Plc
IBTA.L,Ishares Plc
IBTE.L,Ishares Plc
IBTG.L,Ishares Plc
IBTL.L,Ishares IV Plc
IBTM.L,Ishares II Plc
IBTS.L,Ishares Plc
IBTU.L,Ishares Plc
IBZL.L,Ishares Plc
ICBU.L,Ishares III Plc
ICDU.L,Ishares V Public Limited Company
ICGC.L,Irish Continental Group Plc
ICGT.L,Icg Enterprise Trust Plc
ICOM.L,Ishares Vi Plc
ICON.L,Iconic Labs Plc
ICOV.L,Ishares III Plc
ICOW.L,Pacer Developed Markets International CA
ICP.L,Intermediate Capital Group Plc
ICSU.L,Ishares V Public Limited Company
IDAP.L,Ishares Plc
IDAR.L,Ishares II Plc
IDBT.L,Ishares Plc
IDBZ.L,Ishares Plc
IDEM.L,Ishares Plc
IDFF.L,Ishares Plc
IDFX.L,Ishares Plc
IDHC.L,Integrated Diagnostics H
IDIN.L,Ishares II Plc
IDJG.L,Ishares Plc
IDJP.L,Ishares III Plc
IDKO.L,Ishares Plc
IDNA.L,Ishares Plc
IDOX.L,Idox Plc
IDP6.L,Ishares III Plc
IDPE.L,Ishares II Plc
IDS.L,Ideal Shopping Direct
IDTG.L,Ishares IV Plc
IDTK.L,Ishares II Plc
IDTL.L,Ishares IV Plc
IDTM.L,Ishares II Plc
IDTP.L,Ishares II Plc
IDTW.L,Ishares Plc
IDUP.L,Ishares II Plc
IDUS.L,Ishares Plc
IDVY.L,Ishares Plc
IDWP.L,Ishares II Plc
IDWR.L,Ishares Plc
IE15.L,Ishares III Plc
IEAA.L,Ishares III Plc
IEAC.L,Ishares III Plc
IEAH.L,Ishares III Plc
IEBB.L,Ishares III Plc
IEBC.L,Ishares III Plc
IEDL.L,Ishares IV Plc
IEDY.L,Ishares V Public Limited Company
IEEM.L,Ishares Plc
IEEU.L,Ishares IV Plc
IEFM.L,Ishares IV Plc
IEFQ.L,Ishares IV Plc
IEFS.L,Ishares IV Plc
IEFV.L,Ishares IV Plc
IEM.L,Impax Environmental Markets Plc
IEMA.L,Ishares III Plc
IEMB.L,Ishares II Plc
IEMD.L,Ishares IV Plc
IEMI.L,Ishares II Plc
IEML.L,Ishares III Plc
IEMS.L,Ishares III Plc
IEMU.L,Ishares Vii Plc
IEQD.L,Ishares IV Plc
IES.L,
IESG.L,Ishares II Plc
IESP.L,Ishares V Public Limited Company
IESU.L,Ishares V Public Limited Company
IEUX.L,Ishares Plc
IEVL.L,Ishares IV Plc
IEX5.L,Ishares III Plc
IFFF.L,Ishares Plc
IFRB.L,Ishares V Public Limited Company
IFSD.L,Ishares IV Plc
IFSU.L,Ishares IV Plc
IFSW.L,Ishares IV Plc
IGAA.L,Ishares III Plc
IGC.L,India Capital Growth Fund Limited
IGE.L,Image Scan Holdings Plc
IGEA.L,Ishares III Plc
IGG.L,IG Group Holdings Plc
IGHY.L,Ishares Plc
IGIL.L,Ishares III Plc
IGLA.L,Ishares III Plc
IGLH.L,Ishares III Plc
IGLN.L,Ishares Physical Metals Plc
IGLO.L,Ishares III Plc
IGLS.L,Ishares III Plc
IGLT.L,Ishares II Plc
IGN.L,
IGP.L,Intercede Group Plc
IGR.L,International Greetings Plc
IGSD.L,Ishares IV Plc
IGSG.L,Ishares II Plc
IGSU.L,Ishares II Plc
IGTM.L,Ishares II Plc
IGUS.L,Ishares V Public Limited Company
IGV.L,Income & Growth Vct [The] Plc
IGWD.L,Ishares V Public Limited Company
IH2O.L,Ishares II Plc
IHC.L,Inspiration Healthcare G
IHCU.L,Ishares V Public Limited Company
IHG.L,Intercontinental Hotels Group Plc
IHHG.L,Ishares II Plc
IHP.L,Integrafin Holdings Plc
IHR.L,Impact Healthcare REIT Plc
IHYA.L,Ishares II Plc
IHYE.L,Ishares II Plc
IHYG.L,Ishares Plc
IHYU.L,Ishares II Plc
IIG.L,iimia Investment Group Plc
III.L,3I Group Plc
IIMFL.L,Russell 1000 Invesco Dynamic Multifactor
IIMFS.L,Russell 2000 Invesco Dynamic Multifactor
IIND.L,Ishares IV Plc
IISU.L,Ishares V Public Limited Company
IITB.L,Ishares V Public Limited Company
IITU.L,Ishares V Public Limited Company
IJPA.L,Ishares III Plc
IJPD.L,Ishares Plc
IJPE.L,Ishares MSCI Japan EUR Hedged
IJPH.L,Ishares V Public Limited Company
IJPN.L,Ishares Plc
IJPU.L,Ishares Plc
IKA.L,Ilika Plc
IKOR.L,Ishares Plc
IKSA.L,Ishares III Plc
IKSD.L,Ishares III Plc
IMB.L,Imperial Brands
IMBA.L,Ishares IV Plc
IMBS.L,Ishares IV Plc
IMC.L,Imc Exploration Group Plc
IMEU.L,Ishares II Plc
IMI.L,IMI Plc
IMIB.L,Ishares II Plc
IMID.L,SSGA SPDR ETFS Europe I Plc
IMM.L,Immupharma Plc
IMSU.L,Ishares V Public Limited Company
IMV.L,Ishares Vi Plc [The Comp
IMVU.L,Ishares Vi Plc [The Company]
INAA.L,Ishares Plc
INCH.L,Inchcape Plc
INDI.L,Indus Gas Limited
INDS.L,Lyxor International Asse
INDU.L,UBS Ag
INDV.L,Indivior Plc
INF.L,Informa Plc
INFG.L,Multi Units Luxembourg
INFL.L,Multi Units Luxembourg
INFR.L,Ishares II Plc
INFU.L,Multi Units Luxembourg
ING.L,Ingenta Plc
INHC.L,Induction Healthcare Group Plc
INOV.L,Schroders Capital Global Innvtn Trst PLC
INPP.L,International Public Partnerships Ld
INRG.L,Ishares II Plc
INRL.L,Lyxor International Asse
INRU.L,Lyxor International Asse
INS.L,Instem Plc
INSE.L,Inspired Energy Plc
INSG.L,
INSP.L,Inspirit Energy Holdings
INTL.L,Wisdomtree Issuer Plc
INV.L,Investment Company Plc
INVP.L,Investec Plc
INVR.L,Investec Plc
INX.L,I-Nexus Global Plc
INXG.L,Ishares II Plc
IOF.L,Iofina Plc
IOGP.L,Ishares V Public Limited Company
IOM.L,Iomart Group Plc
IPDM.L,Ishares Physical Metals Plc
IPEL.L,Impellam Group Plc
IPF.L,International Personal Finance Plc
IPF2.L,International Personal Finance Plc
IPLT.L,Ishares Physical Metals Plc
IPO.L,Ip Group Plc
IPOL.L,Ishares V Public Limited Company
IPOS.L,FTSE Renaissance US IPO Index
IPOSC.L,FTSE Renaissance US IPO Capped Index
IPOSCN.L,FTSE Renaissance Canada IPO Index
IPOSE.L,FTSE Renaissance EMEA IPO Index
IPOSEC.L,FTSE Renaissance EMEA IPO Capped Index
IPOSEM.L,FTSE Renaissance Emerging Markets IPO
IPOSG.L,FTSE Renaissance Global IPO Index
